epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,932.301,0.61505,0.9874,1,0.04434,0.000332845,0.000332845,0.000332845
